"3201";"2 BASICO-A";"823394012A";"U1";"1";"2";"2017-10-26 15:00:01"
"3201";"2 BASICO-A";"823394012A";"U2";"2";"1";"2017-10-26 15:00:01"
"3201";"2 BASICO-A";"823394012A";"U3";"3";"1";"2017-10-26 15:00:01"
"3201";"2 BASICO-A";"823394012A";"U4";"4";"1";"2017-10-26 15:00:01"
"3201";"2 BASICO-A";"823394012A";"U5";"5";"1";"2017-10-26 15:00:01"
"3201";"2 BASICO-A";"823394012A";"U6";"6";"2";"2017-10-26 15:00:01"
"3201";"2 BASICO-A";"823394012A";"V1";"7";"1";"2017-10-26 15:00:02"
"3201";"2 BASICO-A";"823394012A";"V2";"8";"1";"2017-10-26 15:00:02"
"3201";"2 BASICO-A";"823394012A";"V3";"9";"1";"2017-10-26 15:00:02"
"3201";"2 BASICO-A";"823394012A";"V4";"10";"1";"2017-10-26 15:00:02"
"3201";"2 BASICO-A";"823394012A";"V5";"11";"1";"2017-10-26 15:00:02"
"3201";"2 BASICO-A";"823394012A";"V6";"12";"1";"2017-10-26 15:00:02"
