"123123";"1 BASICO-A";"737191432C";"W1";"1";"2";"2019-11-27 16:27:58"
"123123";"1 BASICO-A";"737191432C";"W2";"3";"2";"2019-11-27 16:27:58"
"123123";"1 BASICO-A";"737191432C";"W3";"7";"2";"2019-11-27 16:27:59"
"123123";"1 BASICO-A";"737191432C";"W4";"9";"2";"2019-11-27 16:27:59"
"123123";"1 BASICO-A";"737191432C";"W5";"11";"2";"2019-11-27 16:27:59"
"123123";"1 BASICO-A";"737191432C";"W6";"12";"2";"2019-11-27 16:27:59"
"123123";"1 BASICO-A";"737191432C";"Y1";"10";"2";"2019-11-27 16:27:59"
"123123";"1 BASICO-A";"737191432C";"Y2";"8";"2";"2019-11-27 16:27:59"
"123123";"1 BASICO-A";"737191432C";"Y3";"6";"2";"2019-11-27 16:27:59"
"123123";"1 BASICO-A";"737191432C";"Y4";"5";"2";"2019-11-27 16:27:59"
"123123";"1 BASICO-A";"737191432C";"Y5";"4";"2";"2019-11-27 16:27:59"
"123123";"1 BASICO-A";"737191432C";"Y6";"2";"2";"2019-11-27 16:27:59"
"123123";"1 BASICO-B";"811687882C";"W1";"1";"2";"2019-11-27 16:27:59"
"123123";"1 BASICO-B";"811687882C";"W2";"12";"1";"2019-11-27 16:27:59"
"123123";"1 BASICO-B";"811687882C";"W3";"11";"1";"2019-11-27 16:27:59"
"123123";"1 BASICO-B";"811687882C";"W4";"10";"1";"2019-11-27 16:27:59"
"123123";"1 BASICO-B";"811687882C";"W5";"9";"1";"2019-11-27 16:27:59"
"123123";"1 BASICO-B";"811687882C";"W6";"8";"1";"2019-11-27 16:27:59"
"123123";"1 BASICO-B";"811687882C";"Y1";"7";"1";"2019-11-27 16:27:59"
"123123";"1 BASICO-B";"811687882C";"Y2";"6";"1";"2019-11-27 16:27:59"
"123123";"1 BASICO-B";"811687882C";"Y3";"5";"1";"2019-11-27 16:27:59"
"123123";"1 BASICO-B";"811687882C";"Y4";"4";"1";"2019-11-27 16:27:59"
"123123";"1 BASICO-B";"811687882C";"Y5";"3";"1";"2019-11-27 16:27:59"
"123123";"1 BASICO-B";"811687882C";"Y6";"2";"1";"2019-11-27 16:27:59"
"123123";"2 BASICO-A";"243543742A";"U1";"1";"2";"2016-11-07 12:32:07"
"123123";"2 BASICO-A";"243543742A";"U2";"2";"1";"2016-11-07 12:32:17"
"123123";"2 BASICO-A";"243543742A";"U3";"3";"1";"2016-11-07 12:32:25"
"123123";"2 BASICO-A";"243543742A";"U4";"4";"1";"2016-11-07 12:32:32"
"123123";"2 BASICO-A";"243543742A";"U5";"6";"1";"2016-11-07 12:32:39"
"123123";"2 BASICO-A";"243543742A";"U6";"5";"1";"2017-03-22 15:47:28"
"123123";"2 BASICO-A";"243543742A";"V1";"8";"1";"2017-06-21 12:49:23"
"123123";"2 BASICO-A";"243543742A";"V2";"7";"1";"2016-11-07 12:32:46"
"123123";"2 BASICO-A";"243543742A";"V3";"9";"1";"2017-06-21 12:49:23"
"123123";"2 BASICO-A";"243543742A";"V4";"10";"1";"2017-06-21 12:49:23"
"123123";"2 BASICO-A";"243543742A";"V5";"11";"1";"2017-06-21 12:49:23"
