"1234";"1 BASICO-A";"807753101A";"W1";"1";"2";"2019-11-27 16:27:59"
"1234";"1 BASICO-A";"807753101A";"W2";"3";"2";"2019-11-27 16:27:59"
"1234";"1 BASICO-A";"807753101A";"W3";"4";"2";"2019-11-27 16:27:59"
"1234";"1 BASICO-A";"807753101A";"W4";"6";"2";"2019-11-27 16:27:59"
"1234";"1 BASICO-A";"807753101A";"W5";"7";"2";"2019-11-27 16:27:59"
"1234";"1 BASICO-A";"807753101A";"W6";"2";"2";"2019-11-27 16:27:59"
"1234";"1 BASICO-A";"807753101A";"Y1";"8";"2";"2019-11-27 16:27:59"
"1234";"1 BASICO-A";"807753101A";"Y2";"9";"2";"2019-11-27 16:27:59"
"1234";"1 BASICO-A";"807753101A";"Y3";"10";"2";"2019-11-27 16:27:59"
"1234";"1 BASICO-A";"807753101A";"Y4";"11";"2";"2019-11-27 16:27:59"
"1234";"1 BASICO-A";"807753101A";"Y5";"12";"2";"2019-11-27 16:27:59"
"1234";"1 BASICO-A";"807753101A";"Y6";"5";"2";"2019-11-27 16:27:59"
"1234";"2 BASICO-A";"960643102A";"U1";"1";"2";"2017-03-22 15:47:29"
"1234";"2 BASICO-A";"960643102A";"U2";"5";"1";"2017-03-22 15:47:29"
"1234";"2 BASICO-A";"960643102A";"U3";"4";"1";"2017-03-22 15:47:29"
"1234";"2 BASICO-A";"960643102A";"U4";"8";"1";"2017-03-22 15:47:29"
"1234";"2 BASICO-A";"960643102A";"U5";"9";"1";"2017-03-22 15:47:29"
"1234";"2 BASICO-A";"960643102A";"U6";"2";"2";"2017-06-21 12:49:24"
"1234";"2 BASICO-A";"960643102A";"V1";"7";"1";"2017-06-21 12:49:24"
"1234";"2 BASICO-A";"960643102A";"V2";"10";"1";"2017-03-23 12:37:33"
"1234";"2 BASICO-A";"960643102A";"V3";"3";"1";"2017-06-21 12:49:24"
"1234";"2 BASICO-A";"960643102A";"V4";"12";"1";"2017-06-21 12:49:24"
"1234";"2 BASICO-A";"960643102A";"V5";"11";"1";"2017-06-21 12:49:24"
"1234";"2 BASICO-A";"960643102A";"V6";"6";"1";"2017-06-21 12:49:24"
"1234";"2 BASICO-B";"348070132B";"U1";"1";"2";"2017-03-22 15:47:29"
"1234";"2 BASICO-B";"348070132B";"U2";"4";"2";"2017-03-22 15:47:29"
"1234";"2 BASICO-B";"348070132B";"U3";"5";"2";"2017-03-22 15:47:29"
"1234";"2 BASICO-B";"348070132B";"U4";"6";"2";"2017-03-22 15:47:29"
"1234";"2 BASICO-B";"348070132B";"U5";"7";"2";"2017-03-22 15:47:29"
"1234";"2 BASICO-B";"348070132B";"U6";"8";"2";"2017-06-21 12:49:25"
"1234";"2 BASICO-B";"348070132B";"V1";"2";"2";"2017-06-21 12:49:25"
"1234";"2 BASICO-B";"348070132B";"V2";"9";"2";"2017-03-23 12:37:33"
"1234";"2 BASICO-B";"348070132B";"V3";"3";"2";"2017-06-21 12:49:25"
"1234";"2 BASICO-B";"348070132B";"V4";"10";"2";"2017-06-21 12:49:25"
"1234";"2 BASICO-B";"348070132B";"V5";"11";"2";"2017-06-21 12:49:25"
"1234";"2 BASICO-B";"348070132B";"V6";"12";"2";"2017-06-21 12:49:25"
"1234";"2 BASICO-C";"734414732C";"U1";"1";"2";"2017-04-05 12:54:10"
"1234";"2 BASICO-C";"734414732C";"U2";"2";"2";"2017-04-05 12:54:10"
"1234";"2 BASICO-C";"734414732C";"U3";"3";"2";"2017-04-05 12:54:10"
"1234";"2 BASICO-C";"734414732C";"U4";"7";"2";"2017-04-05 12:54:10"
"1234";"2 BASICO-C";"734414732C";"U5";"8";"2";"2017-04-05 12:54:10"
"1234";"2 BASICO-C";"734414732C";"U6";"9";"2";"2017-06-21 12:49:25"
"1234";"2 BASICO-C";"734414732C";"V1";"10";"2";"2017-06-21 12:49:25"
"1234";"2 BASICO-C";"734414732C";"V2";"6";"2";"2017-04-05 12:54:10"
"1234";"2 BASICO-C";"734414732C";"V3";"12";"1";"2017-06-21 12:49:25"
"1234";"2 BASICO-C";"734414732C";"V4";"4";"2";"2017-06-21 12:49:25"
"1234";"2 BASICO-C";"734414732C";"V5";"11";"1";"2017-06-21 12:49:25"
"1234";"2 BASICO-C";"734414732C";"V6";"5";"2";"2017-06-21 12:49:25"
"1234";"2 BASICO-Z";"646814772Z";"U1";"1";"2";"2017-06-23 11:00:02"
"1234";"2 BASICO-Z";"646814772Z";"U2";"8";"2";"2017-06-23 11:00:02"
"1234";"2 BASICO-Z";"646814772Z";"U3";"9";"2";"2017-06-23 11:00:02"
"1234";"2 BASICO-Z";"646814772Z";"U4";"10";"2";"2017-06-23 11:00:02"
"1234";"2 BASICO-Z";"646814772Z";"U5";"11";"2";"2017-06-23 11:00:02"
"1234";"2 BASICO-Z";"646814772Z";"U6";"2";"2";"2017-06-23 11:00:02"
"1234";"2 BASICO-Z";"646814772Z";"V1";"5";"2";"2017-06-23 11:00:02"
"1234";"2 BASICO-Z";"646814772Z";"V2";"12";"2";"2017-06-23 11:00:02"
"1234";"2 BASICO-Z";"646814772Z";"V3";"7";"2";"2017-06-23 11:00:02"
"1234";"2 BASICO-Z";"646814772Z";"V4";"6";"2";"2017-06-23 11:00:02"
"1234";"2 BASICO-Z";"646814772Z";"V5";"4";"2";"2017-06-23 11:00:02"
"1234";"2 BASICO-Z";"646814772Z";"V6";"3";"2";"2017-06-23 11:00:02"
